0,3.7348e-08,-1.97818e-07,3.57189e-06,0,0
2.15803e-08,7.80272e-08,-3.96926e-07,7.06283e-06,4.99518e-07,-2.89927e-14
6.30409e-08,1.2856e-07,-5.99849e-07,1.03143e-05,1.45922e-06,-3.10583e-15
1.21013e-07,1.94796e-07,-8.08852e-07,1.31841e-05,2.80117e-06,-5.80154e-15
1.90614e-07,2.81413e-07,-1.02575e-06,1.55587e-05,4.41235e-06,7.23261e-14
2.65748e-07,3.91409e-07,-1.25169e-06,1.7365e-05,6.15177e-06,1.4209e-13
3.39612e-07,5.25682e-07,-1.48704e-06,1.85813e-05,7.86198e-06,1.62339e-13
4.05354e-07,6.82795e-07,-1.73123e-06,1.92426e-05,9.38442e-06,1.21657e-13
4.56818e-07,8.59018e-07,-1.98283e-06,1.94394e-05,1.05767e-05,1.2858e-13
4.89252e-07,1.04869e-06,-2.23965e-06,1.93092e-05,1.13288e-05,1.39035e-13
4.99836e-07,1.24485e-06,-2.49898e-06,1.90214e-05,1.15756e-05,1.36582e-13
4.87957e-07,1.44001e-06,-2.75793e-06,1.8758e-05,1.13028e-05,1.4183e-13
4.55183e-07,1.62698e-06,-3.01372e-06,1.86935e-05,1.05467e-05,1.70986e-13
4.04984e-07,1.79959e-06,-3.26396e-06,1.89778e-05,9.38758e-06,1.97944e-13
3.42256e-07,1.95322e-06,-3.50685e-06,1.97236e-05,7.93879e-06,1.28329e-13
2.72761e-07,2.08505e-06,-3.74131e-06,2.09991e-05,6.33362e-06,4.74622e-14
2.02575e-07,2.19417e-06,-3.96697e-06,2.28265e-05,4.71268e-06,7.29185e-14
1.37624e-07,2.28144e-06,-4.18417e-06,2.51849e-05,3.21307e-06,-6.5876e-14
8.33231e-08,2.34932e-06,-4.39385e-06,2.80148e-05,1.9601e-06,-7.39945e-14
4.43056e-08,2.40165e-06,-4.5975e-06,3.12225e-05,1.06098e-06,-5.99053e-14
2.41809e-08,2.44347e-06,-4.79706e-06,3.46855e-05,5.99205e-07,-7.701e-14
2.52742e-08,2.48083e-06,-4.99489e-06,3.82571e-05,6.28574e-07,-8.09496e-14
4.83292e-08,2.52048e-06,-5.19357e-06,4.17733e-05,1.16628e-06,-8.52656e-14
9.22211e-08,2.56941e-06,-5.39584e-06,4.50638e-05,2.18628e-06,-8.41863e-14
1.53779e-07,2.63426e-06,-5.60425e-06,4.79676e-05,3.6152e-06,-4.89712e-14
2.27847e-07,2.72047e-06,-5.82093e-06,5.03521e-05,5.33368e-06,-3.41979e-14
3.07663e-07,2.83154e-06,-6.04723e-06,5.21326e-05,7.18531e-06,1.26938e-14
3.85586e-07,2.96835e-06,-6.28349e-06,5.32875e-05,8.99324e-06,-2.96298e-14
4.54045e-07,3.12894e-06,-6.52898e-06,5.38644e-05,1.05823e-05,1.04406e-14
5.0655e-07,3.30869e-06,-6.7819e-06,5.39757e-05,1.18024e-05,2.29627e-13
5.38519e-07,3.50096e-06,-7.03969e-06,5.37826e-05,1.25475e-05,2.31916e-13
5.47777e-07,3.69806e-06,-7.29938e-06,5.34721e-05,1.27672e-05,2.53192e-13
5.34625e-07,3.89225e-06,-7.55797e-06,5.32322e-05,1.24687e-05,2.24109e-13
5.01532e-07,4.07665e-06,-7.81279e-06,5.32301e-05,1.17089e-05,2.10551e-13
4.52564e-07,4.24587e-06,-8.06175e-06,5.35968e-05,1.0582e-05,1.73773e-13
3.9273e-07,4.39626e-06,-8.30344e-06,5.44212e-05,9.20397e-06,2.25806e-13
3.27402e-07,4.52588e-06,-8.53709e-06,5.57504e-05,7.69906e-06,2.27987e-13
2.61913e-07,4.63428e-06,-8.76252e-06,5.75953e-05,6.19067e-06,3.23621e-13
2.01355e-07,4.72227e-06,-8.98004e-06,5.99362e-05,4.79664e-06,3.38287e-13
1.50512e-07,4.79178e-06,-9.19039e-06,6.27263e-05,3.62767e-06,2.88363e-13
1.13798e-07,4.84585e-06,-9.39475e-06,6.58915e-05,2.78585e-06,2.76988e-13
9.50681e-08,4.88879e-06,-9.59476e-06,6.93275e-05,2.36041e-06,2.5767e-13
9.72545e-08,4.92619e-06,-9.79259e-06,7.28983e-05,2.41914e-06,2.55912e-13
1.21823e-07,4.96484e-06,-9.99087e-06,7.64389e-05,2.99594e-06,1.16045e-13
1.68208e-07,5.01225e-06,-1.01925e-05,7.97666e-05,4.07766e-06,1.09395e-13
2.3341e-07,5.07582e-06,-1.04004e-05,8.27015e-05,5.59491e-06,1.1787e-13
3.11974e-07,5.1618e-06,-1.06169e-05,8.50922e-05,7.42139e-06,2.11004e-13
3.96456e-07,5.27411e-06,-1.08436e-05,8.68427e-05,9.38484e-06,1.23039e-13
4.78373e-07,5.41362e-06,-1.10808e-05,8.79324e-05,1.1289e-05,1.8503e-13
5.49456e-07,5.5778e-06,-1.13276e-05,8.84223e-05,1.29426e-05,1.81492e-13
6.02902e-07,5.76113e-06,-1.15819e-05,8.84469e-05,1.41881e-05,1.8436e-13
6.34332e-07,5.95601e-06,-1.18407e-05,8.81906e-05,1.49244e-05,1.67641e-13
6.42237e-07,6.15403e-06,-1.21007e-05,8.78579e-05,1.51165e-05,1.49921e-13
6.2784e-07,6.34723e-06,-1.23589e-05,8.7642e-05,1.47928e-05,1.33818e-13
5.94499e-07,6.52908e-06,-1.26128e-05,8.77019e-05,1.4031e-05,1.25942e-13
5.46853e-07,6.69499e-06,-1.28605e-05,8.81493e-05,1.29385e-05,5.77161e-14
4.89996e-07,6.84226e-06,-1.3101e-05,8.90493e-05,1.16331e-05,1.25867e-13
4.28882e-07,6.96983e-06,-1.33339e-05,9.04285e-05,1.02296e-05,1.75352e-13
3.68088e-07,7.07768e-06,-1.35592e-05,9.22868e-05,8.83369e-06,1.34887e-13
3.11878e-07,7.16654e-06,-1.37771e-05,9.46064e-05,7.54419e-06,3.40552e-14
2.64424e-07,7.23779e-06,-1.39881e-05,9.73542e-05,6.45758e-06,1.31489e-13
2.29943e-07,7.29369e-06,-1.41932e-05,0.000100475,5.67147e-06,1.44856e-13
2.12568e-07,7.33777e-06,-1.43937e-05,0.000103884,5.28139e-06,1.59979e-13
2.15846e-07,7.37523e-06,-1.45915e-05,0.000107453,5.36945e-06,1.71925e-13
2.41965e-07,7.41292e-06,-1.47894e-05,0.000111017,5.9862e-06,1.32354e-13
2.90901e-07,7.45888e-06,-1.49905e-05,0.00011438,7.13101e-06,1.24568e-13
3.59801e-07,7.52131e-06,-1.51978e-05,0.000117343,8.73783e-06,1.74303e-13
4.42885e-07,7.60721e-06,-1.54142e-05,0.000119736,1.06728e-05,4.86381e-14
5.32008e-07,7.72094e-06,-1.56414e-05,0.000121453,1.27476e-05,-8.7626e-14
6.17852e-07,7.86329e-06,-1.58796e-05,0.000122474,1.47464e-05,-1.35593e-13
6.91461e-07,8.03118e-06,-1.61278e-05,0.000122874,1.64622e-05,-1.01368e-13
7.45748e-07,8.21815e-06,-1.63835e-05,0.00012281,1.77309e-05,-1.68989e-13
7.76567e-07,8.41564e-06,-1.66432e-05,0.000122491,1.84567e-05,-1.59883e-13
7.83094e-07,8.61455e-06,-1.69036e-05,0.000122137,1.86206e-05,-2.03899e-13
7.67481e-07,8.80676e-06,-1.71614e-05,0.000121945,1.82724e-05,-2.59253e-13
7.33963e-07,8.98608e-06,-1.74143e-05,0.000122067,1.75103e-05,-2.76814e-13
6.87729e-07,9.14873e-06,-1.76608e-05,0.000122593,1.64542e-05,-2.07234e-13
6.33925e-07,9.29303e-06,-1.79002e-05,0.000123566,1.52232e-05,-2.44797e-13
5.77066e-07,9.4187e-06,-1.81324e-05,0.000124991,1.3922e-05,-2.54604e-13
5.2096e-07,9.52617e-06,-1.83576e-05,0.000126858,1.26384e-05,-2.2052e-13
4.69048e-07,9.61606e-06,-1.85759e-05,0.000129153,1.14523e-05,-2.84655e-13
4.24909e-07,9.68917e-06,-1.87877e-05,0.000131856,1.04463e-05,-3.09451e-13
3.92593e-07,9.74695e-06,-1.89935e-05,0.000134931,9.71428e-06,-3.18386e-13
3.76528e-07,9.79221e-06,-1.91945e-05,0.000138311,9.35858e-06,-2.95045e-13
3.80896e-07,9.82975e-06,-1.93923e-05,0.000141879,9.47592e-06,-2.67654e-13
4.08602e-07,9.86652e-06,-1.95898e-05,0.000145466,1.01334e-05,-3.90771e-13
4.60144e-07,9.91112e-06,-1.97903e-05,0.000148862,1.13426e-05,-4.17306e-13
5.32792e-07,9.97254e-06,-1.99972e-05,0.00015185,1.30402e-05,-4.47654e-13
6.20414e-07,1.00585e-05,-2.02135e-05,0.000154242,1.50842e-05,-4.80933e-13
7.14152e-07,1.01738e-05,-2.04412e-05,0.00015592,1.72695e-05,-5.98762e-13
8.03848e-07,1.03192e-05,-2.06806e-05,0.000156869,1.93613e-05,-7.21135e-13
8.79881e-07,1.04909e-05,-2.09302e-05,0.000157177,2.11368e-05,-7.84262e-13
9.34907e-07,1.06815e-05,-2.11872e-05,0.000157024,2.24263e-05,-8.34021e-13
9.65039e-07,1.08816e-05,-2.14479e-05,0.000156641,2.31399e-05,-7.45842e-13
9.70161e-07,1.10814e-05,-2.17086e-05,0.000156266,2.32749e-05,-7.33484e-13
9.53361e-07,1.12726e-05,-2.19661e-05,0.000156099,2.2903e-05,-7.72491e-13
9.19736e-07,1.14494e-05,-2.22181e-05,0.000156282,2.21421e-05,-7.61361e-13
8.74998e-07,1.16089e-05,-2.24633e-05,0.000156886,2.11244e-05,-8.69623e-13
8.24321e-07,1.17504e-05,-2.27017e-05,0.000157928,1.99696e-05,-8.79807e-13
7.71753e-07,1.18743e-05,-2.29332e-05,0.000159395,1.87715e-05,-9.02007e-13
7.20322e-07,1.19816e-05,-2.31583e-05,0.000161268,1.76e-05,-9.97462e-13
6.72652e-07,1.20726e-05,-2.33771e-05,0.000163534,1.65159e-05,-1.09562e-12
6.31751e-07,1.21477e-05,-2.35897e-05,0.000166189,1.55888e-05,-1.20494e-12
6.01528e-07,1.22074e-05,-2.37963e-05,0.000169218,1.49091e-05,-1.20565e-12
5.86733e-07,1.22539e-05,-2.39977e-05,0.000172569,1.45868e-05,-1.16005e-12
5.92189e-07,1.22915e-05,-2.41956e-05,0.000176134,1.47334e-05,-1.12871e-12
6.21517e-07,1.23274e-05,-2.43927e-05,0.000179742,1.54326e-05,-1.15768e-12
6.7572e-07,1.23708e-05,-2.45926e-05,0.00018317,1.67074e-05,-1.14018e-12
7.52161e-07,1.24313e-05,-2.47991e-05,0.00018618,1.84967e-05,-1.14489e-12
8.44334e-07,1.25175e-05,-2.50155e-05,0.000188567,2.06499e-05,-1.18931e-12
9.42652e-07,1.26346e-05,-2.52437e-05,0.000190203,2.29452e-05,-1.21397e-12
1.03612e-06,1.27831e-05,-2.54842e-05,0.000191075,2.5128e-05,-1.16888e-12
1.11447e-06,1.29587e-05,-2.57352e-05,0.000191289,2.69609e-05,-1.23245e-12
1.17013e-06,1.31531e-05,-2.59936e-05,0.000191046,2.82686e-05,-1.18372e-12
1.1995e-06,1.33558e-05,-2.62554e-05,0.0001906,2.89682e-05,-1.14563e-12
1.20319e-06,1.35565e-05,-2.65164e-05,0.000190204,2.90738e-05,-1.16707e-12
1.18523e-06,1.37466e-05,-2.67735e-05,0.000190062,2.86787e-05,-1.21447e-12
1.15157e-06,1.3921e-05,-2.70245e-05,0.000190306,2.79207e-05,-1.1827e-12
1.10841e-06,1.40773e-05,-2.72686e-05,0.000190985,2.69433e-05,-1.11405e-12
1.06093e-06,1.42161e-05,-2.75059e-05,0.000192094,2.58662e-05,-1.01081e-12
1.01268e-06,1.43384e-05,-2.77369e-05,0.000193599,2.47719e-05,-1.01601e-12
9.65906e-07,1.44457e-05,-2.7962e-05,0.000195473,2.3712e-05,-1.03469e-12
9.22419e-07,1.45381e-05,-2.81813e-05,0.000197707,2.27286e-05,-9.72403e-13
8.84676e-07,1.46152e-05,-2.83947e-05,0.000200313,2.18785e-05,-1.04359e-12
8.56473e-07,1.46769e-05,-2.86021e-05,0.000203292,2.12495e-05,-1.00427e-12
8.42904e-07,1.47246e-05,-2.8804e-05,0.000206613,2.09596e-05,-9.22741e-13
8.49448e-07,1.47624e-05,-2.90019e-05,0.000210176,2.11354e-05,-8.58162e-13
8.80432e-07,1.47975e-05,-2.91987e-05,0.000213805,2.18769e-05,-8.61228e-13
9.37348e-07,1.48396e-05,-2.93981e-05,0.000217262,2.32186e-05,-8.06492e-13
1.01762e-06,1.48994e-05,-2.96042e-05,0.000220292,2.51007e-05,-8.30876e-13
1.11436e-06,1.4986e-05,-2.98206e-05,0.000222669,2.73634e-05,-8.06296e-13
1.21721e-06,1.5105e-05,-3.00495e-05,0.000224258,2.97675e-05,-7.02736e-13
1.31437e-06,1.52568e-05,-3.02912e-05,0.000225051,3.20394e-05,-6.44051e-13
1.39493e-06,1.54364e-05,-3.05437e-05,0.000225168,3.3927e-05,-6.82545e-13
1.45111e-06,1.56346e-05,-3.08035e-05,0.000224834,3.52506e-05,-5.86171e-13
1.47965e-06,1.58399e-05,-3.10662e-05,0.000224325,3.59345e-05,-4.66827e-13
1.48189e-06,1.60414e-05,-3.13276e-05,0.000223909,3.60101e-05,-4.44462e-13
1.46279e-06,1.62305e-05,-3.15843e-05,0.000223793,3.55925e-05,-4.45747e-13
1.42916e-06,1.64024e-05,-3.18344e-05,0.000224096,3.48388e-05,-4.85636e-13
1.38766e-06,1.65558e-05,-3.20773e-05,0.000224849,3.39036e-05,-4.64467e-13
1.34343e-06,1.66919e-05,-3.23136e-05,0.000226021,3.29057e-05,-4.14729e-13
1.29953e-06,1.68129e-05,-3.25441e-05,0.000227561,3.19157e-05,-4.35974e-13
1.25739e-06,1.69203e-05,-3.27692e-05,0.000229432,3.09668e-05,-4.24e-13
1.21802e-06,1.70141e-05,-3.29891e-05,0.000231631,3.00826e-05,-3.72232e-13
1.18335e-06,1.70934e-05,-3.32034e-05,0.000234183,2.93075e-05,-2.4147e-13
1.15709e-06,1.71572e-05,-3.34116e-05,0.000237114,2.87275e-05,-2.53825e-13
1.14471e-06,1.72062e-05,-3.3614e-05,0.000240404,2.8469e-05,-2.09198e-13
1.15234e-06,1.72441e-05,-3.3812e-05,0.000243964,2.86739e-05,-1.62815e-13
1.18501e-06,1.72784e-05,-3.40084e-05,0.000247612,2.94587e-05,-1.63569e-13
1.24469e-06,1.73194e-05,-3.42073e-05,0.000251097,3.08683e-05,-1.33715e-13
1.32884e-06,1.73785e-05,-3.4413e-05,0.000254142,3.2844e-05,-1.18691e-13
1.43013e-06,1.74657e-05,-3.46295e-05,0.000256506,3.52161e-05,5.79288e-14
1.53748e-06,1.75868e-05,-3.48592e-05,0.000258045,3.77281e-05,1.9779e-13
1.63824e-06,1.77421e-05,-3.5102e-05,0.000258755,4.0087e-05,9.13656e-14
1.72089e-06,1.79258e-05,-3.5356e-05,0.000258773,4.20267e-05,-1.48425e-13
1.77749e-06,1.81278e-05,-3.56173e-05,0.000258346,4.33636e-05,-3.92933e-14
1.80511e-06,1.83358e-05,-3.5881e-05,0.000257774,4.403e-05,7.82595e-14
1.80587e-06,1.85381e-05,-3.61427e-05,0.000257339,4.4075e-05,1.28423e-13
1.78567e-06,1.87261e-05,-3.6399e-05,0.000257249,4.36355e-05,6.22884e-14
1.75213e-06,1.88956e-05,-3.66482e-05,0.000257611,4.28877e-05,2.58804e-14
1.71237e-06,1.9046e-05,-3.689e-05,0.000258436,4.19965e-05,9.31616e-14
1.67146e-06,1.91797e-05,-3.71254e-05,0.000259668,4.10791e-05,6.86585e-14
1.63192e-06,1.92994e-05,-3.73554e-05,0.000261238,4.01939e-05,-5.85103e-14
1.59438e-06,1.94071e-05,-3.75806e-05,0.000263102,3.93553e-05,6.9833e-14
1.55906e-06,1.95026e-05,-3.78012e-05,0.000265263,3.85686e-05,8.59135e-14
1.52738e-06,1.95841e-05,-3.80163e-05,0.000267761,3.78666e-05,2.84063e-13
1.50299e-06,1.965e-05,-3.82253e-05,0.00027064,3.73338e-05,3.55144e-13
1.49175e-06,1.97003e-05,-3.84282e-05,0.0002739,3.71056e-05,4.65661e-13
1.50046e-06,1.97384e-05,-3.86262e-05,0.000277456,3.73396e-05,5.22607e-13
1.53485e-06,1.97719e-05,-3.88223e-05,0.000281122,3.81683e-05,4.15157e-13
1.59734e-06,1.98119e-05,-3.90208e-05,0.000284632,3.96469e-05,4.29309e-13
1.68539e-06,1.98706e-05,-3.92262e-05,0.00028769,4.1717e-05,4.40596e-13
1.79124e-06,1.99585e-05,-3.94429e-05,0.000290037,4.41985e-05,4.75765e-13
1.90303e-06,2.00819e-05,-3.96733e-05,0.000291522,4.68171e-05,2.62408e-13
2.0073e-06,2.02407e-05,-3.99174e-05,0.000292146,4.92609e-05,1.91996e-13
2.09192e-06,2.04286e-05,-4.0173e-05,0.000292062,5.125e-05,2.28916e-13
2.14884e-06,2.06345e-05,-4.04357e-05,0.000291542,5.25975e-05,3.88012e-13
2.17547e-06,2.08451e-05,-4.07004e-05,0.000290907,5.32446e-05,5.5201e-13
2.17473e-06,2.10482e-05,-4.09624e-05,0.000290453,5.32584e-05,4.56128e-13
2.15345e-06,2.12352e-05,-4.12183e-05,0.00029039,5.27977e-05,3.72734e-13
2.12007e-06,2.14022e-05,-4.14666e-05,0.000290811,5.20573e-05,2.88625e-13
